"FID_DeerRa","COUNTY_NAM","Shape_Leng","Shape_Area","FID_dmu_19","UNIT_ID","DMUArea","AREA_SQM"
6,"Buffalo",5695342.48166,1450045154.51,79,"61B",19.395867739,1.16414783553
6,"Buffalo",5695342.48166,1450045154.51,105,"61C",16.1497544547,5.14808680744
12,"Crawford",4323581.91309,1178814390.46,87,"74A",855.810395104,0.00176846941441
12,"Crawford",4323581.91309,1178814390.46,91,"71",2311.26693772,57.7091301414
12,"Crawford",4323581.91309,1178814390.46,93,"74B",1553.92140415,397.421498408
12,"Crawford",4323581.91309,1178814390.46,97,"73",3048.38515577,0.0103837192706
22,"Grant",7330495.82404,1417197915.3,91,"71",2311.26693772,1.05224288776
22,"Grant",7330495.82404,1417197915.3,93,"74B",1553.92140415,0.858937321008
22,"Grant",7330495.82404,1417197915.3,97,"73",3048.38515577,545.133194723
27,"Jackson",5655543.20064,2142628047.74,69,"59C",2211.31684174,358.461996373
27,"Jackson",5655543.20064,2142628047.74,70,"55",2416.75539622,448.863548339
27,"Jackson",5655543.20064,2142628047.74,72,"56",954.930937222,4.00698663386
27,"Jackson",5655543.20064,2142628047.74,78,"59D",1420.41947936,9.44846853469
32,"La Crosse",3322902.69147,828893532.641,69,"59C",2211.31684174,0.0245274133436
32,"La Crosse",3322902.69147,828893532.641,78,"59D",1420.41947936,277.426792903
32,"La Crosse",3322902.69147,828893532.641,87,"74A",855.810395104,14.4560360393
32,"La Crosse",3322902.69147,828893532.641,103,"59D",1.83590655814e-05,7.08847484777e-06
42,"Monroe",6734264.34182,1677921915.52,69,"59C",2211.31684174,30.6072211501
42,"Monroe",6734264.34182,1677921915.52,70,"55",2416.75539622,199.113865352
42,"Monroe",6734264.34182,1677921915.52,72,"56",954.930937222,64.6736441194
42,"Monroe",6734264.34182,1677921915.52,77,"72",2138.18094363,255.563222696
42,"Monroe",6734264.34182,1677921915.52,78,"59D",1420.41947936,74.4696373935
53,"Richland",4712524.51269,1074686387.88,91,"71",2311.26693772,408.266540126
62,"Trempealeau",5289141.95847,1402558198.6,69,"59C",2211.31684174,234.067057217
62,"Trempealeau",5289141.95847,1402558198.6,78,"59D",1420.41947936,0.00908756168916
62,"Trempealeau",5289141.95847,1402558198.6,79,"61B",19.395867739,2.90925753414
62,"Trempealeau",5289141.95847,1402558198.6,83,"61A",7.06780989455,2.35660515709
63,"Vernon",5654107.88684,1361968298.82,77,"72",2138.18094363,162.68159214
63,"Vernon",5654107.88684,1361968298.82,78,"59D",1420.41947936,25.2501434466
63,"Vernon",5654107.88684,1361968298.82,87,"74A",855.810395104,194.197970967
63,"Vernon",5654107.88684,1361968298.82,91,"71",2311.26693772,110.443045072
63,"Vernon",5654107.88684,1361968298.82,93,"74B",1553.92140415,33.2861484835
5,"Brown",2336438.22904,294715331.076,73,"64",3059.89018818,58.675364869
8,"Calumet",1276602.85896,177572197.146,73,"64",3059.89018818,57.1630640139
8,"Calumet",1276602.85896,177572197.146,76,"W",534.17182822,0.0846805208559
8,"Calumet",1276602.85896,177572197.146,85,"69",3597.13278594,10.3726097764
11,"Columbia",5205603.56722,961401294.363,80,"67A",1076.31912656,43.798224408
11,"Columbia",5205603.56722,961401294.363,81,"67B",969.581613462,21.1080886488
11,"Columbia",5205603.56722,961401294.363,84,"68",3563.30162975,0.737876620352
11,"Columbia",5205603.56722,961401294.363,90,"70E",266.272344056,55.3684915645
11,"Columbia",5205603.56722,961401294.363,92,"70B",1919.12204797,248.382450856
11,"Columbia",5205603.56722,961401294.363,95,"76",4176.1592876,0.0152631277865
13,"Dane",7672068.87601,1110436976.41,92,"70B",1919.12204797,0.0483427886461
13,"Dane",7672068.87601,1110436976.41,95,"76",4176.1592876,177.185645752
13,"Dane",7672068.87601,1110436976.41,102,"77A",4490.04762993,118.374449668
14,"Dodge",6231246.19328,706440860.039,84,"68",3563.30162975,172.69530352
14,"Dodge",6231246.19328,706440860.039,85,"69",3597.13278594,8.37776394289
14,"Dodge",6231246.19328,706440860.039,92,"70B",1919.12204797,1.41187086249
14,"Dodge",6231246.19328,706440860.039,95,"76",4176.1592876,90.27340255
20,"Fond du Lac",4028073.67362,555225933.561,76,"W",534.17182822,0.194831369505
20,"Fond du Lac",4028073.67362,555225933.561,84,"68",3563.30162975,93.626250934
20,"Fond du Lac",4028073.67362,555225933.561,85,"69",3597.13278594,120.552848893
23,"Green",4210861.5439,465816991.01,102,"77A",4490.04762993,75.1560189938
24,"Green Lake",2457695.77764,463844185.776,80,"67A",1076.31912656,25.9115851738
24,"Green Lake",2457695.77764,463844185.776,81,"67B",969.581613462,118.160060494
24,"Green Lake",2457695.77764,463844185.776,84,"68",3563.30162975,34.8003059204
24,"Green Lake",2457695.77764,463844185.776,89,"W",20.7532140145,0.219289790065
28,"Jefferson",4010785.71735,509722373.974,95,"76",4176.1592876,56.7636382867
28,"Jefferson",4010785.71735,509722373.974,101,"77B",4752.95386456,89.9459324753
28,"Jefferson",4010785.71735,509722373.974,102,"77A",4490.04762993,50.0953380721
30,"Kenosha",2359727.36863,239856410.978,101,"77B",4752.95386456,92.5988070935
31,"Kewaunee",1863445.69931,252609333.577,73,"64",3059.89018818,0.00604904130644
36,"Manitowoc",3186175.35096,453269292.947,73,"64",3059.89018818,156.719869383
36,"Manitowoc",3186175.35096,453269292.947,85,"69",3597.13278594,18.2882790601
39,"Marquette",3507933.62712,887341298.242,80,"67A",1076.31912656,237.378436331
39,"Marquette",3507933.62712,887341298.242,81,"67B",969.581613462,12.4918589775
39,"Marquette",3507933.62712,887341298.242,89,"W",20.7532140145,0.00531423056892
39,"Marquette",3507933.62712,887341298.242,90,"70E",266.272344056,12.1750993358
41,"Milwaukee",2106461.55858,120047258.637,95,"76",4176.1592876,17.1311646348
41,"Milwaukee",2106461.55858,120047258.637,101,"77B",4752.95386456,29.200067905
45,"Outagamie",2684510.89655,499697447.526,73,"64",3059.89018818,1.63884858762
46,"Ozaukee",2149756.2457,204223836.681,85,"69",3597.13278594,54.2359240854
46,"Ozaukee",2149756.2457,204223836.681,95,"76",4176.1592876,23.9251463906
52,"Racine",2913642.71777,260183481.708,101,"77B",4752.95386456,100.431933194
54,"Rock",3260329.86053,358363068.647,102,"77A",4490.04762993,138.364693366
60,"Sheboygan",3922228.57466,494245396.181,85,"69",3597.13278594,190.810062917
65,"Walworth",3481705.87467,459532476.62,101,"77B",4752.95386456,169.295470915
65,"Walworth",3481705.87467,459532476.62,102,"77A",4490.04762993,8.13093621173
67,"Washington",3590661.5696,486338271.69,84,"68",3563.30162975,9.72598637379
67,"Washington",3590661.5696,486338271.69,85,"69",3597.13278594,109.99142587
67,"Washington",3590661.5696,486338271.69,95,"76",4176.1592876,68.0588442307
68,"Waukesha",5475419.17595,637160321.427,95,"76",4176.1592876,77.2842975873
68,"Waukesha",5475419.17595,637160321.427,101,"77B",4752.95386456,168.724677885
69,"Waupaca",5531360.39538,1244691964.89,71,"65",1597.72296971,113.195822426
69,"Waupaca",5531360.39538,1244691964.89,75,"66",1490.71746614,54.4741937164
70,"Waushara",4380922.3824,993201694.516,71,"65",1597.72296971,94.7990910184
70,"Waushara",4380922.3824,993201694.516,75,"66",1490.71746614,169.63402419
70,"Waushara",4380922.3824,993201694.516,81,"67B",969.581613462,82.9393249203
70,"Waushara",4380922.3824,993201694.516,84,"68",3563.30162975,9.34709995397
71,"Winnebago",2193249.15022,292840117.064,75,"66",1490.71746614,47.4163343333
71,"Winnebago",2193249.15022,292840117.064,76,"W",534.17182822,0.192024462159
71,"Winnebago",2193249.15022,292840117.064,84,"68",3563.30162975,47.4643565281
2,"Ashland",3296207.87517,2595041129.74,0,"79",156.169996523,53.8487405694
2,"Ashland",3296207.87517,2595041129.74,2,"78",59.8158253627,22.2331803948
2,"Ashland",3296207.87517,2595041129.74,5,"7",734.792896743,232.763509416
2,"Ashland",3296207.87517,2595041129.74,6,"6",1139.04062896,233.302156283
2,"Ashland",3296207.87517,2595041129.74,9,"28",1655.30029938,199.01244345
2,"Ashland",3296207.87517,2595041129.74,12,"13",2104.51452509,33.1555754407
2,"Ashland",3296207.87517,2595041129.74,15,"29A",709.484827938,39.7925833028
2,"Ashland",3296207.87517,2595041129.74,16,"14",884.553046983,187.277296128
3,"Barron",7454324.425,1374707806.59,32,"15",1008.47698165,35.2869202214
3,"Barron",7454324.425,1374707806.59,34,"16",1274.72348162,27.6171515741
3,"Barron",7454324.425,1374707806.59,45,"23",1348.68736074,50.3982494264
3,"Barron",7454324.425,1374707806.59,106,"22",1417.16041177,195.46528173
3,"Barron",7454324.425,1374707806.59,107,"17",1457.11360787,222.010048606
4,"Bayfield",4438110.03157,3653560559.33,0,"79",156.169996523,5.15475523986
4,"Bayfield",4438110.03157,3653560559.33,1,"3",1492.11847387,554.46499352
4,"Bayfield",4438110.03157,3653560559.33,3,"2",1437.67489752,180.745301344
4,"Bayfield",4438110.03157,3653560559.33,6,"6",1139.04062896,160.154292614
